name,slug,country,city,homepage,lat,lng,programs
"école polytechnique fédérale de lausanne","epfl","Sveits","Lausanne","","46.5218269","6.6327025","{'fysikk og matematikk- teknisk fysikk - sivilingeniør/masterprogram 5-årig':[{'report_id': '2824', 'year': '2021'}],'elektronisk systemdesign og innovasjon':[{'report_id': '2793', 'year': '2022'}],'bygg- og miljøteknikk':[{'report_id': '2742', 'year': '2021'}, {'report_id': '1428', 'year': '2018'}],'industriell økonomi og teknologiledelse':[{'report_id': '2738', 'year': '2021'}, {'report_id': '2436', 'year': '2019'}],'fysikk og matematikk':[{'report_id': '2505', 'year': '2021'}],'produktutvikling og produksjon':[{'report_id': '2333', 'year': '2020'}, {'report_id': '2154', 'year': '2019'}],'nanoteknologi (nanoelektronikk)':[{'report_id': '1864', 'year': '2018'}],'master i fysikk':[{'report_id': '1187', 'year': '2017'}],'cybernetics and robotics':[{'report_id': '1150', 'year': '2017'}],'nanoteknologi':[{'report_id': '642', 'year': '2017'}],}"
"sciences po","sciences-po","Frankrike","Lyon","","45.747115550000004","4.835376800966607","{'statsvitenskap bachelor':[{'report_id': '2819', 'year': '2021'}],'statsvitenskap':[{'report_id': '2625', 'year': '2021'}, {'report_id': '2332', 'year': '2019'}],'europastudier med statsvitenskap':[{'report_id': '2470', 'year': '2021'}],}"
"yıldız teknik üniversitesi","yildiz-teknik-universitesi","Tyrkia","Istanbul","","41.05224405","29.01052766402012","{'kybernetikk og robotikk':[{'report_id': '2818', 'year': '2021'}],}"
"universiteit gent","universiteit-gent","Belgia","Gent","","51.00784845","3.710883068491984","{'environmental toxicology and chemistry':[{'report_id': '2815', 'year': '2022'}],'industriell kjemi og bioteknologi':[{'report_id': '2448', 'year': '2019'}, {'report_id': '2440', 'year': '2019'}],'materialteknologi':[{'report_id': '1754', 'year': '2019'}, {'report_id': '1725', 'year': '2019'}],'europastudier':[{'report_id': '1079', 'year': '2018'}],'msøk':[{'report_id': '863', 'year': '2017'}],'arkitektur':[{'report_id': '352', 'year': '2017'}],}"
"tu/e - technische universiteit eindhoven","tu/e---technische-universiteit-eindhoven","Nederland","Eindhoven","","51.4392648","5.478633","{'mtfyma - teknisk fysikk':[{'report_id': '2808', 'year': '2022'}],'energi og miljø':[{'report_id': '2796', 'year': '2022'}, {'report_id': '1224', 'year': '2017'}],'kybernetikk og robotikk':[{'report_id': '2756', 'year': '2022'}, {'report_id': '2717', 'year': '2022'}, {'report_id': '669', 'year': '2017'}],'industriell kjemi og bioteknologi':[{'report_id': '1874', 'year': '2019'}],'datateknologi':[{'report_id': '1042', 'year': '2018'}, {'report_id': '756', 'year': '2017'}],}"
"eth zürich","eth","Sveits","Zürich","","47.413218","8.5374914","{'kybernetikk og robotikk':[{'report_id': '2798', 'year': '2021'}, {'report_id': '2466', 'year': '2021'}],'ingeniørvitenskap og ikt':[{'report_id': '2601', 'year': '2021'}, {'report_id': '2600', 'year': '2021'}],'fysikk og matematikk':[{'report_id': '2518', 'year': '2021'}],'elektronisk systemdesign og innovasjon':[{'report_id': '2148', 'year': '2019'}],'produktutvikling og produksjon':[{'report_id': '1894', 'year': '2019'}],'energi og miljø':[{'report_id': '1704', 'year': '2018'}],'datateknologi':[{'report_id': '1441', 'year': '2018'}],}"
"tsinghua university","tsinghua","Kina","Beijing","","40.002290450000004","116.3209629696906","{'datateknologi':[{'report_id': '2795', 'year': '2022'}, {'report_id': '1991', 'year': '2019'}, {'report_id': '1827', 'year': '2019'}],'industriell økonomi og teknologiledelse':[{'report_id': '2115', 'year': '2019'}, {'report_id': '2041', 'year': '2019'}, {'report_id': '1870', 'year': '2019'}, {'report_id': '1528', 'year': '2018'}, {'report_id': '160', 'year': '2016'}],'industriell kjemi og bioteknologi':[{'report_id': '1877', 'year': '2018'}, {'report_id': '1777', 'year': '2019'}],'bygg- og miljøteknikk':[{'report_id': '1697', 'year': '2018'}],'kybernetikk og robotikk':[{'report_id': '1309', 'year': '2017'}],'produktutvikling og produksjon':[{'report_id': '735', 'year': '2017'}],}"
"texas tech university","texas-tech-university","USA","Lubbock","","33.59375255","-101.89959552302756","{'petroleumsfag':[{'report_id': '2791', 'year': '2022'}, {'report_id': '2644', 'year': '2022'}, {'report_id': '505', 'year': '2016'}],'mgeol':[{'report_id': '1695', 'year': '2019'}],'petroleumsteknologi':[{'report_id': '605', 'year': '2017'}, {'report_id': '157', 'year': '2016'}],'elektronikk':[{'report_id': '554', 'year': '2017'}],}"
"università di pisa","universita-di-pisa","Italia","Pisa","","43.7181532","10.390934956902658","{'datateknologi':[{'report_id': '2786', 'year': '2021'}],}"
"university college dublin","university-college-dublin","Irland","Dublin","","53.3068763","-6.224625093340977","{'fysikk og matematikk':[{'report_id': '2784', 'year': '2022'}],'europastudier med statsvitenskap':[{'report_id': '2473', 'year': '2021'}],'master fysikk':[{'report_id': '2053', 'year': '2019'}],'bygg- og miljøteknikk':[{'report_id': '1881', 'year': '2019'}],'bachelor i elektroingeniør (elkraft)':[{'report_id': '1412', 'year': '2018'}],'nanoteknologi':[{'report_id': '1398', 'year': '2018'}],'energi og miljø - elektrisk energiteknikk og smarte nett':[{'report_id': '1302', 'year': '2017'}],}"
"university of innsbruck","university-of-innsbruck","Østerrike","Innsbruck","","47.26331595","11.384473309954492","{'fysikk og matematikk':[{'report_id': '2777', 'year': '2022'}, {'report_id': '118', 'year': '2017'}],'nanoteknologi':[{'report_id': '2759', 'year': '2022'}, {'report_id': '2719', 'year': '2021'}],'økonomi og administrasjon master':[{'report_id': '2614', 'year': '2021'}],'ledelse av teknologi':[{'report_id': '2589', 'year': '2021'}],'økonomi og administrasjon bachelor':[{'report_id': '2584', 'year': '2021'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '1890', 'year': '2019'}],'bygg- og miljøteknikk':[{'report_id': '1765', 'year': '2019'}],'samfunnsøkonomi':[{'report_id': '1065', 'year': '2018'}],'medisin':[{'report_id': '506', 'year': '2017'}, {'report_id': '503', 'year': '2017'}],}"
"san diego state university","san-diego-state-university","USA","San Diego","","32.7761529","-117.07330366921886","{'master of science in informatics':[{'report_id': '2775', 'year': '2022'}],'psykologi profesjon':[{'report_id': '2658', 'year': '2022'}, {'report_id': '2627', 'year': '2022'}, {'report_id': '2628', 'year': '2022'}],'energi og miljø':[{'report_id': '2137', 'year': '2019'}, {'report_id': '1554', 'year': '2018'}, {'report_id': '1548', 'year': '2018'}, {'report_id': '1540', 'year': '2018'}, {'report_id': '524', 'year': '2016'}],'bygg- og miljøteknikk':[{'report_id': '2122', 'year': '2019'}, {'report_id': '1494', 'year': '2018'}, {'report_id': '1480', 'year': '2018'}, {'report_id': '1275', 'year': '2017'}, {'report_id': '851', 'year': '2017'}, {'report_id': '173', 'year': '2016'}],'samfunnsøkonomi master':[{'report_id': '2093', 'year': '2019'}],'shipping management':[{'report_id': '2025', 'year': '2019'}],'fysikk og matematikk':[{'report_id': '1551', 'year': '2018'}],'ledelse av teknologi':[{'report_id': '1395', 'year': '2018'}, {'report_id': '1247', 'year': '2017'}, {'report_id': '705', 'year': '2017'}, {'report_id': '704', 'year': '2017'}],'logistikk':[{'report_id': '1394', 'year': '2018'}],'logistikkingeniør':[{'report_id': '1389', 'year': '2018'}],'byggingeniør, bachelor':[{'report_id': '1380', 'year': '2018'}],'logistikk ingeniør':[{'report_id': '1365', 'year': '2018'}],'bachelor bygg':[{'report_id': '1343', 'year': '2018'}],'lektorutdanning med hovedfag i engelsk':[{'report_id': '1318', 'year': '2018'}],'markedsføring og ledelse':[{'report_id': '762', 'year': '2017'}],'psykologi':[{'report_id': '313', 'year': '2016'}],'spesialpedagogikk':[{'report_id': '210', 'year': '2017'}],}"
"university of california, san diego","university-of-california-san-diego","USA","san diego","","32.7174202","-117.1627728","{'energi og miljø':[{'report_id': '2774', 'year': '2022'}, {'report_id': '2763', 'year': '2022'}, {'report_id': '523', 'year': '2016'}, {'report_id': '311', 'year': '2016'}],'industriell økonomi og teknologiledelse':[{'report_id': '2772', 'year': '2022'}, {'report_id': '2762', 'year': '2022'}, {'report_id': '2387', 'year': '2020'}, {'report_id': '2181', 'year': '2019'}, {'report_id': '2087', 'year': '2020'}, {'report_id': '2084', 'year': '2019'}, {'report_id': '2081', 'year': '2019'}, {'report_id': '2040', 'year': '2019'}, {'report_id': '2026', 'year': '2019'}, {'report_id': '1821', 'year': '2018'}, {'report_id': '1552', 'year': '2018'}, {'report_id': '1521', 'year': '2018'}, {'report_id': '1507', 'year': '2018'}, {'report_id': '1502', 'year': '2018'}, {'report_id': '1489', 'year': '2018'}, {'report_id': '1349', 'year': '2018'}, {'report_id': '1328', 'year': '2018'}, {'report_id': '792', 'year': '2017'}, {'report_id': '507', 'year': '2016'}, {'report_id': '498', 'year': '2016'}, {'report_id': '496', 'year': '2016'}, {'report_id': '278', 'year': '2016'}, {'report_id': '262', 'year': '2016'}, {'report_id': '190', 'year': '2016'}, {'report_id': '185', 'year': '2016'}],'ingeniørvitenskap og ikt':[{'report_id': '2715', 'year': '2021'}],'kybernetikk og robotikk':[{'report_id': '2678', 'year': '2021'}, {'report_id': '1517', 'year': '2018'}, {'report_id': '1485', 'year': '2018'}],'bygg- og miljøteknikk':[{'report_id': '2295', 'year': '2020'}, {'report_id': '2113', 'year': '2019'}, {'report_id': '2097', 'year': '2019'}, {'report_id': '2096', 'year': '2019'}, {'report_id': '1631', 'year': '2018'}, {'report_id': '1630', 'year': '2018'}, {'report_id': '1608', 'year': '2018'}, {'report_id': '867', 'year': '2017'}, {'report_id': '797', 'year': '2017'}, {'report_id': '760', 'year': '2017'}, {'report_id': '471', 'year': '2016'}, {'report_id': '457', 'year': '2016'}, {'report_id': '433', 'year': '2016'}, {'report_id': '432', 'year': '2016'}, {'report_id': '416', 'year': '2016'}, {'report_id': '383', 'year': '2016'}, {'report_id': '382', 'year': '2016'}, {'report_id': '373', 'year': '2016'}, {'report_id': '327', 'year': '2016'}, {'report_id': '285', 'year': '2016'}],'datateknologi':[{'report_id': '2242', 'year': '2019'}, {'report_id': '2075', 'year': '2019'}, {'report_id': '1674', 'year': '2018'}, {'report_id': '1373', 'year': '2018'}, {'report_id': '917', 'year': '2018'}, {'report_id': '828', 'year': '2017'}, {'report_id': '761', 'year': '2017'}, {'report_id': '430', 'year': '2016'}, {'report_id': '312', 'year': '2016'}, {'report_id': '247', 'year': '2016'}],'fysikk og matematikk':[{'report_id': '2183', 'year': '2019'}, {'report_id': '925', 'year': '2018'}],'informatikk':[{'report_id': '2094', 'year': '2019'}],'marin teknikk':[{'report_id': '2076', 'year': '2019'}, {'report_id': '1681', 'year': '2019'}, {'report_id': '567', 'year': '2016'}, {'report_id': '566', 'year': '2016'}],'produktutvikling og produksjon':[{'report_id': '2069', 'year': '2020'}, {'report_id': '1721', 'year': '2019'}, {'report_id': '1486', 'year': '2018'}, {'report_id': '779', 'year': '2017'}, {'report_id': '645', 'year': '2016'}, {'report_id': '227', 'year': '2016'}, {'report_id': '181', 'year': '2016'}, {'report_id': '149', 'year': '2016'}],'elektronisk systemdesign og innovasjon':[{'report_id': '1628', 'year': '2018'}],'mtprod - industriell mekanikk':[{'report_id': '1550', 'year': '2018'}],'nanoteknologi':[{'report_id': '1541', 'year': '2018'}, {'report_id': '478', 'year': '2016'}],'bioteknologi':[{'report_id': '1297', 'year': '2018'}, {'report_id': '784', 'year': '2017'}, {'report_id': '179', 'year': '2016'}],'bioteknologi master':[{'report_id': '1255', 'year': '2018'}, {'report_id': '1254', 'year': '2018'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '881', 'year': '2018'}],'mtprod (in.mek.)':[{'report_id': '799', 'year': '2017'}],'lektor i språkfag (engelsk)':[{'report_id': '431', 'year': '2017'}],'mlspråk':[{'report_id': '428', 'year': '2017'}],'industriell mekanikk':[{'report_id': '168', 'year': '2016'}],'økonomi og administrasjon':[{'report_id': '89', 'year': '2017'}],}"
"uga","uga","Frankrike","Grenoble","","45.18446385","5.752969202223395","{'bygg- og miljøteknikk':[{'report_id': '2773', 'year': '2022'}],}"
"columbia university of new york","columbia-university-of-new-york","USA","New York","","40.80775585","-73.96164946987652","{'industriell økonomi og teknologiledelse':[{'report_id': '2771', 'year': '2021'}],}"
"albert-ludwig-universität freiburg","albert-ludwig-universitat-freiburg","Tyskland","Freiburg im Breisgau","","47.9960901","7.8494005","{'europastudier':[{'report_id': '2766', 'year': '2023'}, {'report_id': '502', 'year': '2017'}],'lektor i samfunnsfag':[{'report_id': '2615', 'year': '2021'}],'bachelor tysk - språk og litteratur':[{'report_id': '2418', 'year': '2019'}],'fysikk og matematikk':[{'report_id': '1901', 'year': '2019'}],'samfunnsøkonomi master':[{'report_id': '1182', 'year': '2017'}],'bachelor tysk':[{'report_id': '1155', 'year': '2018'}],'nanoteknologi':[{'report_id': '614', 'year': '2016'}],}"
"universiteit van amsterdam","universiteit-van-amsterdam","Nederland","Amsterdam","","52.3685848","4.8902006","{'fysikk og matematikk':[{'report_id': '2761', 'year': '2021'}, {'report_id': '1193', 'year': '2017'}],'datateknologi':[{'report_id': '1207', 'year': '2017'}],}"
"university of the highlands and islands","university-of-the-highlands-and-islands","Storbritannia","Kirkwall","","58.9816049","-2.960369","{'bachelor i arkeologi':[{'report_id': '2757', 'year': '2021'}],'arkeologi':[{'report_id': '977', 'year': '2018'}, {'report_id': '156', 'year': '2017'}, {'report_id': '134', 'year': '2017'}],'bark':[{'report_id': '154', 'year': '2017'}],}"
"bogazici universitetet","bogazici-universitetet","Tyrkia","Istanbul","","41.0091982","28.9662187","{'allmenn litteraturvitenskap - bachelor':[{'report_id': '2754', 'year': '2021'}],}"
"universita degli studi di genova","universita-degli-studi-di-genova","Italia","Genova","","44.4148861","8.9266707","{'kybernetikk og robotikk':[{'report_id': '2747', 'year': '2021'}],'ingeniørvitenskap & ikt':[{'report_id': '2723', 'year': '2021'}],}"
"usi","usi","Sveits","Mendrisio","","45.8709661","8.9875293","{'arkitektur':[{'report_id': '2745', 'year': '2021'}],}"
"aalto university","aalto-university","Finland","Espoo/Helsinki","","60.1860789","24.828102074406736","{'ingeniørvitenskap og ikt':[{'report_id': '2743', 'year': '2021'}],'arkitektur':[{'report_id': '2008', 'year': '2019'}, {'report_id': '954', 'year': '2018'}],}"
"accademia di belle arti di brera","accademia-di-belle-arti-di-brera","Italia","Milano","","45.4719418","9.1878197","{'industriell design':[{'report_id': '2733', 'year': '2021'}],}"
"czech technical university","czech-technical-university","Tsjekkia","Praha","","50.1029026","14.3946353","{'kybernetikk og robotikk':[{'report_id': '2729', 'year': '2022'}, {'report_id': '2682', 'year': '2022'}, {'report_id': '141', 'year': '2016'}],'datateknologi':[{'report_id': '2656', 'year': '2022'}],'bygg- og miljøteknikk':[{'report_id': '2477', 'year': '2021'}, {'report_id': '903', 'year': '2018'}],'samfunnsøkonomi':[{'report_id': '1835', 'year': '2018'}],'elektronisk systemdesign og innovasjon':[{'report_id': '1151', 'year': '2017'}],'informatikk':[{'report_id': '654', 'year': '2017'}],}"
"kungliga tekniska högskolan","kungliga-tekniska-hogskolan","Sverige","Stockholm","","59.34986645","18.07063213298418","{'ingeniørvitenskap og ikt':[{'report_id': '2727', 'year': '2021'}, {'report_id': '2593', 'year': '2021'}],'bbk':[{'report_id': '2652', 'year': '2021'}],'energi og miljø':[{'report_id': '2578', 'year': '2021'}, {'report_id': '1727', 'year': '2019'}, {'report_id': '1484', 'year': '2018'}],'fysikk og matematikk':[{'report_id': '2283', 'year': '2019'}],'kybernetikk og robotikk':[{'report_id': '1741', 'year': '2018'}],'bygg- og miljøteknikk':[{'report_id': '1527', 'year': '2018'}],'energibruk og energiplanlegging':[{'report_id': '993', 'year': '2018'}],'arkitektur':[{'report_id': '990', 'year': '2017'}, {'report_id': '568', 'year': '2017'}, {'report_id': '403', 'year': '2016'}],'produktutvikling og produksjon':[{'report_id': '379', 'year': '2017'}, {'report_id': '249', 'year': '2017'}],'industriell design':[{'report_id': '131', 'year': '2017'}],}"
"korea advanced institute of science and technology","kaist","Korea","Daejeon","","36.3697191","127.36253700115094","{'datateknologi':[{'report_id': '2722', 'year': '2022'}, {'report_id': '1872', 'year': '2018'}, {'report_id': '1758', 'year': '2019'}, {'report_id': '1581', 'year': '2018'}],'kybernetikk og robotikk':[{'report_id': '2200', 'year': '2019'}, {'report_id': '1515', 'year': '2018'}],'produktutvikling og produksjon':[{'report_id': '1248', 'year': '2017'}],'fysikk og matematikk':[{'report_id': '865', 'year': '2017'}, {'report_id': '418', 'year': '2017'}],'produksjon og produktutvikling':[{'report_id': '207', 'year': '2017'}],}"
"hochschule lucerne","hochschule-lucerne","Sveits","Luzern","","47.0607119","8.3212715","{'arkitektur':[{'report_id': '2721', 'year': '2022'}],}"
"katholieke universiteit leuven","ku-leuven","Belgia","Leuven","","50.879202","4.7011675","{'fysikk og matematikk':[{'report_id': '2720', 'year': '2022'}],'datateknologi':[{'report_id': '2687', 'year': '2022'}, {'report_id': '1178', 'year': '2017'}],'industriell kjemi og bioteknologi':[{'report_id': '2437', 'year': '2019'}, {'report_id': '2145', 'year': '2019'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '1783', 'year': '2018'}],'bygg- og miljøteknikk':[{'report_id': '1153', 'year': '2018'}],'nanoteknologi':[{'report_id': '84', 'year': '2016'}],}"
"university of hawaii at manoa","university-of-hawaii-at-manoa","USA","Honolulu","","21.2982795","-157.81869185528882","{'biologi bachelor':[{'report_id': '2714', 'year': '2021'}],'kybernetikk og robotikk':[{'report_id': '2704', 'year': '2021'}, {'report_id': '2662', 'year': '2021'}],'europastudier med statsvitenskap':[{'report_id': '2673', 'year': '2022'}],'økonomi og administrasjon bachelor':[{'report_id': '2546', 'year': '2021'}, {'report_id': '2545', 'year': '2021'}, {'report_id': '2544', 'year': '2020'}],}"
"universitet mannheim","universitet-mannheim","Tyskland","Mannheim","","49.4832445","8.4645749","{'industriell økonomi og teknologiledelse':[{'report_id': '2711', 'year': '2021'}, {'report_id': '1805', 'year': '2018'}, {'report_id': '1599', 'year': '2018'}, {'report_id': '466', 'year': '2016'}, {'report_id': '458', 'year': '2016'}],'samfunnsøkonomi':[{'report_id': '590', 'year': '2016'}],'økonomi og administrasjon bachelor':[{'report_id': '464', 'year': '2017'}],'samfunnsøkonomi bachelor':[{'report_id': '66', 'year': '2016'}],}"
"università degli studi di firenze","universita-degli-studi-di-firenze","Italia","Firenze","","43.7698712","11.2555757","{'arkitektur':[{'report_id': '2709', 'year': '2022'}, {'report_id': '1634', 'year': '2018'}],'industriell økonomi og teknologiledelse':[{'report_id': '2701', 'year': '2021'}],'statsvitenskap':[{'report_id': '2555', 'year': '2021'}, {'report_id': '2104', 'year': '2019'}],'økonomi og administrasjon bachelor':[{'report_id': '2338', 'year': '2019'}],'økonomi og administrasjon':[{'report_id': '2336', 'year': '2019'}],}"
"chalmers university","chalmers-university","Sverige","Gothenburg","","57.6897462","11.97652929499342","{'industrial ecology':[{'report_id': '2699', 'year': '2022'}],}"
"ugent","ugent","Belgia","Gent","","51.03535875","3.722534188445377","{'ingeniørvitenskap og ikt':[{'report_id': '2697', 'year': '2022'}],'bygg- og miljøteknikk':[{'report_id': '2348', 'year': '2019'}],'markedsføring og ledelse':[{'report_id': '725', 'year': '2017'}],}"
"københavns professionshøjskole","kobenhavns-professionshojskole","Danmark","København","","55.6640976","12.5372896","{'sosialt arbeid':[{'report_id': '2695', 'year': '2022'}],'barnevernspedagog':[{'report_id': '2499', 'year': '2021'}],'sykepleie bachelor':[{'report_id': '1809', 'year': '2019'}, {'report_id': '1804', 'year': '2019'}, {'report_id': '1802', 'year': '2019'}, {'report_id': '120', 'year': '2016'}],}"
"ucd","ucd","Irland","Dublin","","53.3080406","-6.2370307","{'arkitektur':[{'report_id': '2690', 'year': '2022'}],'elektrisk energiteknikk og smarte nett':[{'report_id': '1411', 'year': '2018'}],'bygg- og miljøteknikk':[{'report_id': '1278', 'year': '2017'}],}"
"university of roehampton","university-of-roehampton","Storbritannia","London","","51.4485315","-0.24401071122664614","{'drama og teater':[{'report_id': '2689', 'year': '2021'}],'kybernetikk og robotikk':[{'report_id': '2247', 'year': '2019'}],'industriell økonomi og teknologiledelse':[{'report_id': '2205', 'year': '2019'}, {'report_id': '2175', 'year': '2020'}],'filosofi master':[{'report_id': '1253', 'year': '2018'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '561', 'year': '2016'}],'master i engelsk litteratur':[{'report_id': '363', 'year': '2016'}],'klassiske fag':[{'report_id': '108', 'year': '2016'}],'master i klassiske fag og antikkens kultur':[{'report_id': '96', 'year': '2016'}],'mschem':[{'report_id': '94', 'year': '2016'}],}"
"bme","bme","Ungarn","Budapest","","47.47844135","19.057715354417404","{'kybernetikk og robotikk':[{'report_id': '2683', 'year': '2022'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '1071', 'year': '2017'}, {'report_id': '1058', 'year': '2017'}],}"
"university of california, berkeley","uc-berkeley","USA","Berkeley","","37.86865795","-122.25593425935196","{'nanoteknologi':[{'report_id': '2680', 'year': '2022'}, {'report_id': '1553', 'year': '2018'}, {'report_id': '1544', 'year': '2018'}, {'report_id': '1516', 'year': '2018'}, {'report_id': '835', 'year': '2017'}, {'report_id': '396', 'year': '2016'}],'industriell økonomi og teknologiledelse':[{'report_id': '2666', 'year': '2022'}, {'report_id': '2647', 'year': '2022'}, {'report_id': '2310', 'year': '2020'}, {'report_id': '2302', 'year': '2020'}, {'report_id': '1293', 'year': '2017'}, {'report_id': '1288', 'year': '2017'}, {'report_id': '783', 'year': '2017'}, {'report_id': '88', 'year': '2017'}],'kybernetikk og robotikk':[{'report_id': '2639', 'year': '2022'}, {'report_id': '1995', 'year': '2019'}, {'report_id': '1691', 'year': '2019'}],'psykologi bachelor':[{'report_id': '2594', 'year': '2021'}],'industriell kjemi og bioteknologi':[{'report_id': '2561', 'year': '2021'}, {'report_id': '1825', 'year': '2019'}, {'report_id': '644', 'year': '2016'}],'økonomi og administrasjon':[{'report_id': '2540', 'year': '2020'}],'byggingeniør - ålesund':[{'report_id': '2538', 'year': '2021'}],'økonomi og administrasjon bachelor':[{'report_id': '2535', 'year': '2020'}],'datateknologi':[{'report_id': '2241', 'year': '2019'}, {'report_id': '2190', 'year': '2019'}, {'report_id': '2132', 'year': '2019'}],'lektorprogrammet i språkfag':[{'report_id': '2198', 'year': '2020'}],'bachelor psykologi':[{'report_id': '2157', 'year': '2019'}],'fysikk og matematikk':[{'report_id': '2098', 'year': '2019'}, {'report_id': '2045', 'year': '2019'}, {'report_id': '1795', 'year': '2018'}, {'report_id': '1762', 'year': '2018'}, {'report_id': '1537', 'year': '2018'}, {'report_id': '1473', 'year': '2018'}, {'report_id': '789', 'year': '2017'}, {'report_id': '293', 'year': '2016'}, {'report_id': '284', 'year': '2017'}],'ingeniørvitenskap og ikt':[{'report_id': '2072', 'year': '2019'}],'dataingeniør':[{'report_id': '2010', 'year': '2019'}, {'report_id': '1972', 'year': '2019'}],'psykologi profesjon':[{'report_id': '1688', 'year': '2019'}],'statsvitenskap':[{'report_id': '1595', 'year': '2019'}],'bygg- og miljøteknikk':[{'report_id': '1559', 'year': '2018'}, {'report_id': '910', 'year': '2018'}, {'report_id': '804', 'year': '2017'}, {'report_id': '454', 'year': '2016'}, {'report_id': '351', 'year': '2016'}, {'report_id': '307', 'year': '2016'}],'produktutvikling og produksjon':[{'report_id': '1260', 'year': '2017'}, {'report_id': '785', 'year': '2017'}, {'report_id': '777', 'year': '2017'}, {'report_id': '748', 'year': '2017'}, {'report_id': '250', 'year': '2016'}],'bachelor ingeniør bygg':[{'report_id': '907', 'year': '2018'}],'emil':[{'report_id': '906', 'year': '2018'}],'energi og miljø':[{'report_id': '902', 'year': '2018'}],'marin teknikk':[{'report_id': '768', 'year': '2017'}, {'report_id': '308', 'year': '2016'}],'master øk.adm':[{'report_id': '709', 'year': '2017'}],'master økad':[{'report_id': '708', 'year': '2017'}],'økonomi og administrasjon master':[{'report_id': '700', 'year': '2017'}],'sosiologi':[{'report_id': '456', 'year': '2017'}],'konstruksjonsteknikk':[{'report_id': '220', 'year': '2016'}],'master i matematikk':[{'report_id': '196', 'year': '2016'}],'lektor i samfunnsfag':[{'report_id': '74', 'year': '2017'}],'lektorutdanning i språkfag':[{'report_id': '72', 'year': '2017'}],}"
"seoul national university","seoul-national-university","Korea","Seoul","","37.46691","126.94771","{'master i matematikk':[{'report_id': '2672', 'year': '2022'}],'bachelor i kjemi':[{'report_id': '2567', 'year': '2021'}],'datateknologi':[{'report_id': '2399', 'year': '2020'}, {'report_id': '2203', 'year': '2019'}, {'report_id': '957', 'year': '2018'}, {'report_id': '773', 'year': '2017'}],'ingeniørvitenskap og ikt':[{'report_id': '2086', 'year': '2019'}],'kybernetikk og robotikk':[{'report_id': '1434', 'year': '2018'}, {'report_id': '494', 'year': '2016'}],'bachelor psykologi':[{'report_id': '1406', 'year': '2018'}],'informatikk':[{'report_id': '1387', 'year': '2018'}],'engelsk bachelor':[{'report_id': '1384', 'year': '2018'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '1102', 'year': '2018'}],'økonomi og administrasjon':[{'report_id': '1045', 'year': '2018'}, {'report_id': '299', 'year': '2017'}],'samfunnsøkonomi':[{'report_id': '897', 'year': '2017'}, {'report_id': '495', 'year': '2016'}],'bygg- og miljøteknikk':[{'report_id': '745', 'year': '2017'}],'teknisk kybernetikk':[{'report_id': '663', 'year': '2016'}],'samfunnsøkonomi master':[{'report_id': '491', 'year': '2016'}],}"
"lunds universitet","lunds-universitet","Sverige","Lund","","55.71013105","13.213706406311388","{'arkitektur':[{'report_id': '2670', 'year': '2021'}],'informatikk':[{'report_id': '2368', 'year': '2020'}],'bachelor i psykologi':[{'report_id': '1673', 'year': '2019'}, {'report_id': '915', 'year': '2018'}],'sosialantropologi':[{'report_id': '646', 'year': '2016'}],}"
"sungkyunkwan university","sungkyunkwan-university","Korea","Suwon","","37.3003187","126.9697911","{'bygg- og miljøteknikk':[{'report_id': '2669', 'year': '2022'}],'digital infrastruktur og cybersikkerhet':[{'report_id': '2608', 'year': '2021'}, {'report_id': '2607', 'year': '2021'}],'dataingeniør':[{'report_id': '2552', 'year': '2021'}, {'report_id': '2549', 'year': '2021'}, {'report_id': '2539', 'year': '2021'}],'master sts':[{'report_id': '2525', 'year': '2021'}],'informatikk':[{'report_id': '2321', 'year': '2020'}, {'report_id': '844', 'year': '2017'}],'bioteknologi master':[{'report_id': '2112', 'year': '2019'}, {'report_id': '962', 'year': '2018'}],'fysikk og matematikk':[{'report_id': '2054', 'year': '2019'}, {'report_id': '235', 'year': '2017'}],'elektroingeniør':[{'report_id': '1993', 'year': '2019'}],'energi og miljø':[{'report_id': '1556', 'year': '2018'}],'datateknologi':[{'report_id': '1289', 'year': '2017'}],'kommunikasjonsteknologi og digital sikkerhet':[{'report_id': '1049', 'year': '2017'}],'arkitektur':[{'report_id': '288', 'year': '2016'}],}"
"ohio state university","ohio-state-university","USA","Columbus, Ohio","","40.00570905","-83.02866280407744","{'bioingeniør':[{'report_id': '2667', 'year': '2022'}],'bioingeniørfag, bachelor':[{'report_id': '1731', 'year': '2019'}],}"
"universidad de granada (ugr)","universidad-de-granada-(ugr)","Spania","Granada","","37.1861279","-3.6044242","{'elektronisk systemdesign og innovasjon':[{'report_id': '2661', 'year': '2021'}],}"
"science po","science-po","Frankrike","LYON","","45.7578137","4.8320114","{'europastudier':[{'report_id': '2660', 'year': '2022'}],}"
